# kml2gmt: KML read from ../../../data/DEM/south_island/gnsNZL_GNS_250K_faults.kml
# gns:NZL_GNS_250K_faults
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2024"
169.232437617	-45.154955983
169.232405453	-45.1553558215
169.232517097	-45.1557467924
169.232635136	-45.1559893299
169.233196082	-45.1564713836
169.233720912	-45.1570693782
169.23420703	-45.1577742217
169.234796874	-45.1583022417
169.235279618	-45.1587141959
169.236740716	-45.1593559018
169.237854481	-45.1597566708
169.23846814	-45.159816999
169.238933946	-45.1598500356
169.239590914	-45.1599793173
169.240348098	-45.1600847998
169.240897369	-45.1601070057
169.241699024	-45.1602634586
169.242357166	-45.1603251986
169.242955241	-45.1603804961
169.243450793	-45.1604955478
169.243786645	-45.1606189678
169.24403499	-45.1608161407
169.18369917	-45.1590489184
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_266a"
169.183458393	-45.1593721092
169.183939946	-45.1587257277
169.214228891	-45.1569583906
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_266b"
169.202688194	-45.160846681
169.203858415	-45.1604253378
169.204456174	-45.1600934571
169.205942197	-45.1594166168
169.206866019	-45.159014254
169.20727619	-45.1588744475
169.207487335	-45.1588092452
169.207992436	-45.1587761222
169.208689621	-45.1586771728
169.209235275	-45.1584606864
169.209790129	-45.1582985482
169.210760937	-45.1579562381
169.211433051	-45.1577528591
169.212123959	-45.1575050438
169.212742293	-45.1573945007
169.213737837	-45.1571610725
169.214496627	-45.1568478829
169.215313984	-45.1566131619
169.215716974	-45.1563379648
169.216159742	-45.1561856726
169.216896217	-45.155970838
169.217516855	-45.1558243104
169.218187173	-45.1556478606
169.218680484	-45.1554521552
169.218975328	-45.1554211761
169.219378749	-45.1553847074
169.220234496	-45.1550971457
169.220738441	-45.1549828533
169.221594466	-45.1546907866
169.222238253	-45.1543828305
169.222711006	-45.1542585108
169.223120791	-45.1541726884
169.223677867	-45.15402407
169.224018332	-45.1539765383
169.224539863	-45.1538853204
169.225062846	-45.1537716258
169.225533554	-45.1536787584
169.225931207	-45.1535835251
168.944958847	-45.1433208526
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_266c"
168.943401536	-45.1523202034
168.945232643	-45.1417386489
168.945326595	-45.13970115
168.945317077	-45.1385565445
168.94513205	-45.1365949218
168.945068055	-45.1352727221
168.945036388	-45.1347670568
168.945102462	-45.1342287564
169.182989996	-45.1598894159
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_266d"
169.182570014	-45.1604465993
169.182971178	-45.1599101988
169.183458393	-45.1593721092
169.14470358	-45.1569226693
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_266e"
169.141087305	-45.1592882169
169.141518665	-45.1590232174
169.142568142	-45.1582201162
169.143931129	-45.1572967473
169.145463542	-45.1565546399
169.146992287	-45.1555781599
169.14790627	-45.1548966603
169.14839753	-45.1546876696
169.142485515	-45.1457470535
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_266f"
169.141087305	-45.1592882169
169.14097773	-45.1585863957
169.140827588	-45.1581129596
169.140633634	-45.1572912278
169.140564358	-45.1565096591
169.140697822	-45.1537212992
169.140910611	-45.1520436676
169.141215136	-45.1507114134
169.141447645	-45.1497461422
169.141791669	-45.1485863648
169.142248556	-45.1463447417
169.1429131	-45.1446685457
169.143190081	-45.1435110508
169.143475661	-45.1422232099
169.143751833	-45.1405476715
169.144281536	-45.1389841242
169.144248438	-45.1381361861
169.143873284	-45.1371192725
169.142458966	-45.1353112073
169.141572998	-45.1344170119
169.140991764	-45.1335824506
169.140869594	-45.1333126392
169.254318401	-45.1615316937
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2670"
169.24403499	-45.1608161407
169.244846763	-45.1611125269
169.24543589	-45.1613071533
169.246409402	-45.1616132374
169.247178747	-45.1618271655
169.248905463	-45.162252043
169.249660095	-45.1623483718
169.250437828	-45.1623328332
169.251413094	-45.1622155361
169.252621407	-45.1619886081
169.252898359	-45.1619389494
169.253487202	-45.1617912061
169.254455212	-45.1614889793
169.255210954	-45.1612204687
169.25599932	-45.1609394878
169.256573701	-45.1607687442
169.257424148	-45.1605122668
169.258256696	-45.1603362842
169.25866531	-45.160218768
169.259173839	-45.1600819333
169.259937661	-45.1599848101
169.260455747	-45.1599969136
169.260861775	-45.1599693901
169.261273129	-45.160505056
169.2612204	-45.1610303531
169.261103536	-45.1614635117
169.260938444	-45.1619041328
169.260540323	-45.162503939
169.260249003	-45.1628774552
169.259955089	-45.1632914251
168.558425669	-45.1363463677
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2671"
168.562531553	-45.1336929475
168.561918799	-45.1342147746
168.560721542	-45.1349711093
168.55830317	-45.1364197464
168.555634525	-45.1378091936
168.554335286	-45.1384398994
168.554058707	-45.1385599912
168.519945167	-45.1342784903
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2672"
168.523214648	-45.1309493695
168.522874372	-45.1314003911
168.521256573	-45.1327754906
168.519769298	-45.1344800537
168.518057505	-45.1358334622
168.51769898	-45.1361485795
168.516556612	-45.1370102346
168.516279325	-45.1371797785
169.201586021	-45.1614481585
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2673"
169.200443631	-45.1619762289
169.200855342	-45.1617644254
169.201238168	-45.1615561841
169.201565737	-45.161463254
169.202000634	-45.161139594
169.202363183	-45.1609982534
169.202688194	-45.160846681
169.198253086	-45.1592371104
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2674"
169.195578226	-45.1570114898
169.195774779	-45.1571215018
169.196295731	-45.1574312774
169.196812297	-45.1578084722
169.197153667	-45.1580898648
169.197307131	-45.1582750424
169.197775771	-45.1586551739
169.197988627	-45.1589548951
169.198515453	-45.1595170932
169.19865158	-45.1597242251
169.199005298	-45.1601096134
169.199538957	-45.1608116626
169.200227866	-45.1616719142
169.200443631	-45.1619762289
169.174542559	-45.1606356838
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2675"
169.183458393	-45.1593721092
169.18313604	-45.159433628
169.182426627	-45.1595725621
169.18175768	-45.159676782
169.180809666	-45.1596187096
169.179659941	-45.1599188751
169.178245911	-45.1600256876
169.176810926	-45.1602579184
169.175354513	-45.1605254638
169.172094354	-45.1609680191
169.16950343	-45.1613018424
169.167987261	-45.1615087755
169.16692961	-45.1615686041
169.165581489	-45.1617855343
169.160695819	-45.1575793417
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2676"
169.165581489	-45.1617855343
169.164421125	-45.1609861234
169.16279311	-45.1595046557
169.161401403	-45.1584003049
169.16064442	-45.1575195383
169.159320393	-45.1564038743
169.158327975	-45.1556189357
169.157623453	-45.1546678037
169.156284149	-45.153254303
169.156112663	-45.1530549576
169.195682127	-45.159927013
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2677"
169.195578226	-45.1570114898
169.1954978	-45.157171022
169.195455985	-45.1574219006
169.195508584	-45.1576893724
169.195561229	-45.157907298
169.195721958	-45.1586647654
169.195763949	-45.158850813
169.19568919	-45.1597537452
169.195678554	-45.1600146495
169.195748478	-45.1606024938
169.195873082	-45.1610840177
169.195628631	-45.1618552929
169.195478623	-45.1623008326
169.195444934	-45.1628177317
169.199648217	-45.1624804226
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2678"
169.198917549	-45.1630705982
169.199108617	-45.1628741308
169.199626761	-45.1624946359
169.200125796	-45.1621640637
169.200443631	-45.1619762289
169.197190492	-45.1628297325
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2679"
169.198917549	-45.1630705982
169.198409065	-45.1629594338
169.198133861	-45.1629324454
169.19786359	-45.1628785913
169.197201411	-45.1628299756
169.196765908	-45.1628202786
169.195781125	-45.1627881596
169.195444934	-45.1628177317
169.205865432	-45.164246318
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_267a"
169.202688194	-45.160846681
169.202802198	-45.16129632
169.20320682	-45.1616338038
169.203439107	-45.1618800942
169.203714039	-45.1622538928
169.204019903	-45.1625926629
169.204265412	-45.1629294679
169.204546821	-45.1631548328
169.205063493	-45.1635319898
169.205713997	-45.1641522263
169.206264791	-45.1644944529
169.206912065	-45.1648217971
169.2072605	-45.16504483
169.207856046	-45.1654335464
169.208532447	-45.1658519136
169.209097665	-45.1662666629
169.209619065	-45.1665718822
169.209898245	-45.1667341
169.321143578	-45.1688061572
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_267b"
169.322634943	-45.1673327338
169.321321017	-45.1686335251
169.320917444	-45.1690261662
169.320496563	-45.1694407804
169.320205034	-45.1698234389
169.319979817	-45.1701136033
169.319786939	-45.1703957787
169.210432079	-45.1669935812
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_267c"
169.209898245	-45.1667341
169.210122576	-45.1668585005
169.210376376	-45.1669703452
169.210692549	-45.1671022327
169.210910465	-45.1673255176
168.943207764	-45.1554650266
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_267d"
168.94396847	-45.1585838968
168.943906652	-45.1580997077
168.943692482	-45.1571056504
168.943401112	-45.1560773675
168.942981133	-45.1547472714
168.943401536	-45.1523202034
169.350793856	-45.1430620655
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_267e"
169.38157678	-45.1243428785
169.381546579	-45.1248824078
169.381480943	-45.1253262566
169.381135026	-45.125878514
169.380942991	-45.1262058453
169.38006012	-45.1272098486
169.37911722	-45.1281038899
169.378715398	-45.1288390656
169.37829718	-45.129222428
169.377770335	-45.1298186038
169.377190671	-45.1305482542
169.377043552	-45.1307148345
169.376681071	-45.1311224416
169.376147956	-45.1315112371
169.375189004	-45.131994897
169.37427917	-45.1325070988
169.373848146	-45.1327369162
169.373601352	-45.1328688678
169.372816184	-45.133114699
169.372517744	-45.1332585547
169.37212404	-45.1333994482
169.37162928	-45.1335281904
169.37107942	-45.1336732327
169.370489498	-45.1338485537
169.370244087	-45.133958022
169.370076559	-45.134042889
169.369602621	-45.13419479
169.369277437	-45.1342567354
169.368967571	-45.1343281643
169.368557137	-45.1344820371
169.368191364	-45.1347363844
169.367745539	-45.1349477038
169.36740112	-45.1350630922
169.366986485	-45.1352843876
169.36638048	-45.1355132345
169.36590177	-45.1357415387
169.365374306	-45.1359863382
169.364958081	-45.1362841436
169.364461245	-45.1365479088
169.364181438	-45.1366472853
169.363658891	-45.136761617
169.363169035	-45.1369129965
169.362841871	-45.13700639
169.362449516	-45.137124774
169.361635087	-45.137225494
169.360959932	-45.1375422359
169.360481743	-45.1377615269
169.359966756	-45.138060739
169.35939049	-45.1383220057
169.35886223	-45.1386298068
169.35762925	-45.1390642413
169.357232668	-45.1392500353
169.35647443	-45.1396227097
169.355909901	-45.1400014285
169.35572823	-45.1401083537
169.355075796	-45.1405698983
169.354494809	-45.1409571045
169.353715135	-45.1414687143
169.353047351	-45.1419207608
169.352450177	-45.1423119554
169.351713459	-45.1424916035
169.350899646	-45.1429886163
169.350018178	-45.1436006103
169.349294454	-45.144285092
169.348754939	-45.1448221989
169.34795591	-45.1453872143
169.347251865	-45.1459597014
169.346631985	-45.1464582523
169.346103808	-45.1470677661
169.345360261	-45.1478642037
169.344782812	-45.1485487364
169.344397026	-45.1488654418
169.344262105	-45.1489873264
169.343228262	-45.1497431302
169.343042036	-45.1499219574
169.342854403	-45.15012326
169.341726361	-45.1512138966
169.34065505	-45.1520585841
169.340002518	-45.1526191341
169.339284112	-45.1531641028
169.33849013	-45.1539499106
169.337585773	-45.1550745517
169.337114649	-45.155532684
169.336507924	-45.1560721338
169.335990185	-45.1564612393
169.335371015	-45.156995789
169.33455984	-45.1577495048
169.334070531	-45.1582430865
169.333367673	-45.1588425576
169.332633451	-45.1593329438
169.331776603	-45.1601032227
169.331019272	-45.1608090642
169.330024293	-45.1617506445
169.32874357	-45.1626291821
169.327792372	-45.1633289066
169.327020974	-45.1639532099
169.326308361	-45.1647054703
169.325485663	-45.1654362455
169.324783692	-45.1659681368
169.324016968	-45.166466457
169.323273538	-45.1668979463
169.322821637	-45.1671989912
169.322634943	-45.1673327338
169.273364866	-45.163957122
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_267f"
169.259955089	-45.1632914251
169.259915567	-45.1635108621
169.259873722	-45.1636671664
169.260076364	-45.1645789987
169.260412936	-45.1650897486
169.260956007	-45.1655575692
169.262389428	-45.1656935786
169.263400811	-45.1655097728
169.264658238	-45.1652617689
169.264951943	-45.1651991048
169.265169658	-45.1650304121
169.265585175	-45.1647554464
169.266162999	-45.1644811692
169.266503218	-45.1644875519
169.267424071	-45.1648728408
169.268324909	-45.164973721
169.269198575	-45.1650016589
169.269688365	-45.1649092192
169.270415736	-45.1645361069
169.271070108	-45.1643588393
169.271574339	-45.1642893739
169.271998572	-45.1642263586
169.273091616	-45.1640090448
169.27384245	-45.1638663717
169.274768296	-45.1637247771
169.275450735	-45.1637060254
169.27596568	-45.1637179572
169.276631922	-45.1636536403
169.277461904	-45.1635675187
169.278002161	-45.1633820677
169.278654332	-45.1629389449
169.279056748	-45.1626184737
169.279629142	-45.1620782154
169.280003732	-45.1615947059
169.280663253	-45.1609356097
169.281051104	-45.160943468
169.281395512	-45.1612336993
169.281656182	-45.1615392774
169.281926583	-45.1616920254
169.2824424	-45.161739989
169.2829735	-45.1617479003
169.283586726	-45.1614656581
169.284277401	-45.1608165428
169.284618206	-45.1604130177
169.284927525	-45.1600039851
169.285189696	-45.1594853523
169.285239441	-45.1591536326
169.285309578	-45.1586514063
169.285209163	-45.1583284182
169.285199505	-45.1581299303
169.095371135	-45.1360059447
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2680"
169.08696879	-45.1601461405
169.087259443	-45.1598946312
169.088447922	-45.1584074616
169.088908447	-45.1577111884
169.089543687	-45.1565928379
169.091477306	-45.153959443
169.092169635	-45.152415057
169.092339344	-45.1520198376
169.092496598	-45.1510025639
169.092570858	-45.1505590975
169.092979396	-45.1494015971
169.093473602	-45.1476298359
169.094178069	-45.1461399028
169.09516475	-45.1444747356
169.096204396	-45.143063594
169.096804214	-45.1422323188
169.097142787	-45.1411670597
169.097324465	-45.1402587103
169.097215087	-45.1393721432
169.096955013	-45.1385976473
169.096360616	-45.1377308657
169.095680738	-45.1366675171
169.095235271	-45.135715627
169.094720907	-45.1348425079
169.094344484	-45.1340956355
169.093666191	-45.1330098016
169.093682012	-45.1311093814
169.093775536	-45.1279052252
169.093353933	-45.1265982577
169.093087161	-45.1253550417
169.092498565	-45.1235965092
169.092535219	-45.1224310392
169.092738684	-45.1206270029
169.093424066	-45.1186093964
169.094772158	-45.1166230211
169.095663744	-45.1154681983
169.096804075	-45.1139703461
169.097297972	-45.1124823539
169.097618271	-45.1111642232
169.097992526	-45.1106091816
168.374905033	-45.1304095374
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2681"
168.371547855	-45.1272088491
168.372818724	-45.1283186061
168.373018452	-45.128488811
168.374793264	-45.1302270374
168.376159704	-45.1324582114
168.376634443	-45.1343744283
168.376735384	-45.1346263158
169.837176032	-45.173450037
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2682"
169.826210871	-45.183146318
169.830161069	-45.1805065772
169.833338394	-45.1774946137
169.836309982	-45.1743959666
169.840152025	-45.1701995537
169.843431098	-45.167050497
169.846027721	-45.1645718981
169.847460895	-45.1629534783
169.162935626	-45.1625247132
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2683"
169.165581489	-45.1617855343
169.164607386	-45.1619787171
169.163488335	-45.1623427949
169.162430807	-45.1626908693
169.161627406	-45.1628536103
169.160393205	-45.1635156645
168.418886688	-45.1262992209
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2684"
168.41636394	-45.1144677059
168.416885542	-45.1168948027
168.417958051	-45.1197627581
168.418252725	-45.1222034148
168.418320598	-45.1227558915
168.418509177	-45.1240386852
168.418896305	-45.1263568046
168.419645099	-45.1290947826
168.420105573	-45.1304018206
168.421341759	-45.1332581569
168.422662492	-45.1354868965
168.42275342	-45.1357067949
168.42323246	-45.1365368567
168.423710808	-45.1373759016
169.225870552	-45.1599307049
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2685"
169.225931207	-45.1535835251
169.226080705	-45.1537820459
169.226084366	-45.1540208901
169.226098931	-45.1544357531
169.226150936	-45.1551085703
169.226163607	-45.155946772
169.226187064	-45.1565195715
169.22615997	-45.1571357779
169.226110156	-45.1575125235
169.226041108	-45.1583345681
169.226008626	-45.1586893532
169.225956911	-45.1594894372
169.225666964	-45.1609709633
169.225611312	-45.1614871516
169.225515597	-45.1625245369
169.225373237	-45.1632000725
169.225268315	-45.1641335617
169.225345985	-45.1649017979
169.225524176	-45.1656417568
169.225714267	-45.1662469726
169.317243607	-45.1688092072
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2686"
169.322634943	-45.1673327338
169.32233311	-45.1673232246
169.321299208	-45.1676149338
169.320533754	-45.1677889841
169.319240558	-45.1681535738
169.318351421	-45.1685218861
169.317351516	-45.1687786011
169.316336909	-45.1690663717
169.315312018	-45.1692141846
169.31436627	-45.1693689914
169.313307326	-45.1695517436
169.312086388	-45.1697789124
169.311737278	-45.1698624664
169.217804551	-45.1661119094
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2687"
169.225714267	-45.1662469726
169.225448545	-45.1662699046
169.224914525	-45.1662571282
169.224498654	-45.1661896181
169.223882616	-45.1661651737
169.223352355	-45.1661435032
169.22256219	-45.1660548587
169.222129566	-45.1660003101
169.221394168	-45.1661476527
169.220764842	-45.1661317695
169.220101151	-45.1661057608
169.219536213	-45.1661279915
169.219032775	-45.1661837426
169.21872432	-45.1661782484
169.218179368	-45.1660885134
