170.3279, -43.5931, 1.7, 2.31, 1150.0, 60.0
170.3279, -43.5931, 1.7, 2.31, 1150.0, 60.0
170.5167, -43.4256, 1.9, 0.52, 2267.0, 230.0
170.5167, -43.4141, 1.6, 0.52, 1974.0, 230.0
170.5167, -43.3628, 1.1, 0.52, 705.0, 230.0
170.5167, -43.3607, 1.3, 0.52, 620.0, 230.0
170.5167, -43.3607, 1.8, 0.52, 620.0, 230.0
170.5167, -43.355, 2.2, 0.52, 412.0, 230.0
170.5167, -43.3331, 1.5, 0.52, 710.0, 230.0
170.5823, -43.3715, 1.9, 0.52, 594.0, 100.0
170.5965, -43.388, 2.1, 0.52, 1432.0, 100.0
170.5167, -43.4256, 1.7, 0.52, 2267.0, 180.0
170.5167, -43.4239, 1.2, 0.52, 2229.0, 180.0
170.5167, -43.4216, 0.9, 0.52, 2176.0, 180.0
170.5167, -43.4141, 1.0, 0.52, 1974.0, 180.0
170.5167, -43.4117, 1.4, 0.52, 1899.0, 180.0
170.5167, -43.408, 1.5, 0.52, 1748.0, 180.0
170.5167, -43.398, 1.8, 0.52, 1772.0, 180.0
170.5167, -43.3968, 2.0, 0.52, 1805.0, 180.0
170.5167, -43.3966, 1.3, 0.52, 1813.0, 180.0
170.5167, -43.3951, 2.8, 0.52, 1821.0, 180.0
170.5167, -43.3844, 1.7, 0.52, 1621.0, 180.0
170.5167, -43.3806, 1.6, 0.52, 1544.0, 180.0
170.5167, -43.3628, 3.0, 0.52, 705.0, 180.0
170.5167, -43.3607, 1.8, 0.52, 620.0, 180.0
170.5167, -43.355, 1.8, 0.52, 412.0, 180.0
170.5167, -43.3331, 1.4, 0.52, 710.0, 180.0
169.7396, -44.0078, 1.1, 2.12, 838.0, 100.0
169.8084, -44.0018, 0.1, 2.12, 740.0, 100.0
169.8123, -44.0583, 4.9, 2.12, 649.0, 100.0
170.7107, -43.3714, 0.7, 1.49, 2060.0, 230.0
170.6902, -43.4566, 0.3, 1.49, 925.0, 100.0
170.7711, -43.378, 0.1, 1.49, 974.0, 100.0
170.7845, -43.3929, 0.1, 1.49, 938.0, 100.0
170.7978, -43.4127, 3.9, 1.49, 806.0, 100.0
171.3373, -43.0592, 0.1, 3.55, 745.0, 100.0
171.3394, -43.0864, 4.1, 3.55, 711.0, 100.0
171.3719, -43.13, 8.4, 3.55, 724.0, 100.0
170.1803, -43.4632, 1.3, 1.11, 854.0, 230.0
170.1805, -43.4015, 1.1, 1.11, 202.0, 230.0
170.2038, -43.389, 0.2, 1.11, 312.0, 230.0
170.2062, -43.3899, 0.2, 1.11, 380.0, 230.0
170.177, -43.4342, 0.1, 1.11, 393.0, 100.0
170.2013, -43.3889, 1.0, 1.11, 318.0, 100.0
170.2038, -43.389, 1.0, 1.11, 312.0, 100.0
170.2062, -43.3899, 2.9, 1.11, 380.0, 100.0
170.0208, -43.6588, 3.7, 1.75, 673.0, 230.0
170.0651, -43.6528, 3.1, 1.75, 535.0, 230.0
170.0208, -43.6588, 0.1, 1.75, 969.0, 100.0
170.0651, -43.6528, 0.1, 1.75, 1208.0, 100.0
170.1001, -43.7059, 1.0, 1.75, 968.0, 100.0
170.1013, -43.6573, 0.1, 1.75, 1708.0, 100.0
170.1046, -43.6582, 0.1, 1.75, 1515.0, 100.0
170.1092, -43.6591, 0.9, 1.75, 1284.0, 100.0
170.1113, -43.6632, 0.5, 1.75, 1103.0, 100.0
170.1221, -43.739, 1.4, 1.75, 742.0, 100.0
170.1377, -43.6018, 0.7, 1.75, 3280.0, 100.0
170.1434, -43.6002, 0.1, 1.75, 3319.0, 100.0
170.0999, -43.659, 3.0, 1.75, 1775.0, 180.0
170.0999, -43.659, 6.9, 1.75, 1775.0, 180.0
170.0787, -43.6533, 0.8, 1.75, 1615.0, 60.0
170.0787, -43.6533, 1.0, 1.75, 1615.0, 60.0
170.0999, -43.659, 4.2, 1.75, 1775.0, 60.0
170.1104, -43.6579, 0.9, 1.75, 1248.0, 60.0
170.1104, -43.6579, 2.0, 1.75, 1248.0, 60.0
170.1738, -43.6609, 2.0, 1.75, 966.0, 60.0
170.1738, -43.6609, 2.5, 1.75, 966.0, 60.0
170.5013, -43.5241, 0.1, 1.98, 1078.0, 100.0
170.5015, -43.5792, 4.8, 1.98, 1010.0, 100.0
170.5022, -43.5397, 1.1, 1.98, 1019.0, 100.0
170.5051, -43.5027, 0.1, 1.98, 1088.0, 100.0
169.4911, -43.7346, 1.9, 1.21, 254.0, 230.0
169.5439, -43.822, 3.1, 1.21, 457.0, 230.0
169.3321, -43.8128, 1.5, 1.21, 1179.0, 100.0
169.4911, -43.7346, 0.1, 1.21, 141.0, 100.0
169.5099, -43.7706, 0.1, 1.21, 79.0, 100.0
170.0034, -43.4964, 0.7, 0.61, 1040.0, 230.0
170.0046, -43.4974, 0.2, 0.61, 1088.0, 230.0
170.0091, -43.5047, 0.1, 0.61, 1244.0, 230.0
170.0356, -43.4664, 0.8, 0.61, 444.0, 230.0
170.1002, -43.5067, 1.5, 0.61, 1008.0, 230.0
170.1054, -43.509, 0.9, 0.61, 1186.0, 230.0
170.1152, -43.5128, 1.0, 0.61, 1438.0, 230.0
170.1191, -43.5084, 1.5, 0.61, 1494.0, 230.0
170.1363, -43.5116, 1.8, 0.61, 1817.0, 230.0
170.1462, -43.5109, 1.3, 0.61, 1812.0, 230.0
170.0034, -43.4964, 0.5, 0.61, 1040.0, 100.0
170.0046, -43.4974, 0.1, 0.61, 1088.0, 100.0
170.0091, -43.5047, 0.9, 0.61, 1244.0, 100.0
170.0333, -43.4909, 0.1, 0.61, 376.0, 100.0
170.0588, -43.5015, 0.1, 0.61, 479.0, 100.0
169.1021, -43.9279, 4.2, 1.24, 81.0, 230.0
169.147, -43.9445, 4.8, 1.24, 103.0, 230.0
