169.1021, -43.9279, 4.2, 1.7, 230.0, 81.0
169.147, -43.9445, 4.8, 0.9, 230.0, 103.0
169.2792, -43.9406, 3.8, 2.8, 230.0, 215.0
169.3333, -43.9564, 3.6, 3.2, 230.0, 637.0
169.355, -43.9543, 5.6, 3.1, 230.0, 219.0
169.3562, -43.9544, 6.6, 3.4, 230.0, 140.0
169.3624, -44.0335, 7.4, 3.3, 230.0, 524.0
169.3707, -43.9762, 7.4, 3.4, 230.0, 492.0
169.4911, -43.7346, 1.9, 1.2, 230.0, 254.0
169.5439, -43.822, 3.1, 2.3, 230.0, 457.0
169.8323, -43.5738, 0.3, 0.3, 230.0, 239.0
169.9044, -43.6163, 0.4, 0.3, 230.0, 326.0
169.9455, -43.6381, 0.6, 1.2, 230.0, 571.0
169.9467, -43.6282, 1.0, 1.2, 230.0, 626.0
170.0034, -43.4964, 0.7, 0.4, 230.0, 1040.0
170.0046, -43.4974, 0.2, 0.4, 230.0, 1088.0
170.0091, -43.5047, 0.1, 0.4, 230.0, 1244.0
170.0208, -43.6588, 3.7, 2.0, 230.0, 673.0
170.0356, -43.4664, 0.8, 0.6, 230.0, 444.0
170.0651, -43.6528, 3.1, 2.1, 230.0, 535.0
170.1002, -43.5067, 1.5, 1.4, 230.0, 1008.0
170.1054, -43.509, 0.9, 1.3, 230.0, 1186.0
170.1152, -43.5128, 1.0, 1.3, 230.0, 1438.0
170.1191, -43.5084, 1.5, 1.4, 230.0, 1494.0
170.1363, -43.5116, 1.8, 2.5, 230.0, 1817.0
170.1462, -43.5109, 1.3, 2.5, 230.0, 1812.0
170.1803, -43.4632, 1.3, 1.3, 230.0, 854.0
170.1805, -43.4015, 1.1, 1.0, 230.0, 202.0
170.1835, -43.5325, 4.9, 2.2, 230.0, 2357.0
170.2038, -43.389, 0.2, 0.9, 230.0, 312.0
170.2062, -43.3899, 0.2, 0.9, 230.0, 380.0
170.4068, -43.3181, 0.1, 0.8, 230.0, 405.0
170.4151, -43.4114, 2.3, 1.3, 230.0, 127.0
170.4191, -43.3481, 1.6, 1.2, 230.0, 675.0
170.4213, -43.3818, 2.2, 1.3, 230.0, 731.0
170.4378, -43.3441, 0.9, 1.0, 230.0, 1046.0
170.4398, -43.4231, 3.9, 1.0, 230.0, 164.0
170.5167, -43.4256, 1.9, 0.8, 230.0, 2267.0
170.5167, -43.4141, 1.6, 0.8, 230.0, 1974.0
170.5167, -43.3628, 1.1, 0.6, 230.0, 705.0
170.5167, -43.3607, 1.3, 0.6, 230.0, 620.0
170.5167, -43.3607, 1.8, 0.6, 230.0, 620.0
170.5167, -43.355, 2.2, 0.6, 230.0, 412.0
170.5167, -43.3331, 1.5, 0.6, 230.0, 710.0
170.7107, -43.3714, 0.7, 0.3, 230.0, 2060.0
171.0032, -43.0047, 1.3, 1.3, 230.0, 661.0
171.0411, -43.0337, 1.2, 1.3, 230.0, 1068.0
171.0578, -43.0593, 3.4, 1.5, 230.0, 1208.0
169.2217, -44.2529, 0.1, 0.1, 100.0, 398.0
169.3046, -43.9552, 0.1, 3.0, 100.0, 270.0
169.3321, -43.8128, 1.5, 0.3, 100.0, 1179.0
169.3333, -43.9564, 0.1, 3.1, 100.0, 219.0
169.355, -43.9543, 0.1, 3.0, 100.0, 144.0
169.3624, -44.0335, 2.0, 3.4, 100.0, 142.0
169.3691, -43.9608, 0.1, 3.1, 100.0, 151.0
169.3707, -43.9762, 0.1, 3.1, 100.0, 492.0
169.3731, -44.0393, 0.1, 3.4, 100.0, 347.0
169.3848, -44.0471, 0.1, 3.5, 100.0, 418.0
169.3859, -44.0808, 5.8, 4.9, 100.0, 625.0
169.4072, -44.0895, 7.8, 5.2, 100.0, 1376.0
169.423, -43.9769, 0.1, 3.3, 100.0, 83.0
169.4911, -43.7346, 0.1, 1.0, 100.0, 141.0
