0	0.1	QUAR
4.41857872877	0.9	KARA
8.05596613591	2.5	WAKA
13.0300474787	3.6	VEXA
13.5179354839	3.9	CNCL
16.4445850967	3.8	PILK
31.8039418849	2.7	NETT
35.9023707645	5.5	HORN
47.5172597545	3.1	BNET
72.2215503599	0.3	MTJO
