0	0.1	0.2
4.41857872877	0.9	0.6
8.05596613591	2.5	0.4
13.0300474787	3.6	0.2
13.5179354839	3.9	0.2
16.4445850967	3.8	0.4
31.8039418849	2.7	0.4
35.9023707645	5.5	0.3
47.5172597545	3.1	0.3
72.2215503599	0.3	0.2
