169.1021 -43.9279 81.0 4.2
169.147 -43.9445 103.0 4.8
169.2217 -44.2529 440.0 66.0
169.2792 -43.9406 215.0 3.8
169.3333 -43.9564 637.0 3.6
169.3445 -44.1179 599.0 73.2
169.355 -43.9543 219.0 5.6
169.3562 -43.9544 140.0 6.6
169.3624 -44.0335 524.0 7.4
169.3707 -43.9762 492.0 7.4
169.3848 -44.0471 887.0 25.0
169.3859 -44.0808 402.0 112.0
169.4072 -44.0895 320.0 99.0
169.4226 -43.977 83.0 48.8
169.423 -43.9769 83.0 12.5
169.4911 -43.7346 254.0 1.9
169.5439 -43.822 457.0 3.1
169.6776 -44.0587 432.0 173.0
169.7396 -44.0078 252.0 107.0
169.8084 -44.0018 719.0 112.0
169.8123 -44.0583 584.0 128.0
169.8323 -43.5738 239.0 0.3
169.9044 -43.6163 326.0 0.4
169.9455 -43.6381 571.0 0.6
169.9467 -43.6282 626.0 1.0
170.0034 -43.4964 1040.0 0.7
170.0046 -43.4974 1088.0 0.2
170.0091 -43.5047 1244.0 0.1
170.0208 -43.6588 673.0 3.7
170.0356 -43.4664 444.0 0.8
170.0651 -43.6528 535.0 3.1
170.0915 -43.7362 901.0 225.3
170.1001 -43.7059 838.0 161.0
170.1002 -43.5067 1008.0 1.5
170.1013 -43.6573 393.0 85.0
170.1046 -43.6582 649.0 139.0
170.1054 -43.509 1186.0 0.9
170.1092 -43.6591 450.0 150.0
170.1113 -43.6632 806.0 185.0
170.1152 -43.5128 1438.0 1.0
170.1191 -43.5084 1494.0 1.5
170.1221 -43.739 583.0 132.0
170.123 -43.5983 740.0 135.0
170.1363 -43.5116 1817.0 1.8
170.1377 -43.6018 868.0 143.0
170.1434 -43.6002 871.0 134.0
170.1462 -43.5109 1812.0 1.3
170.1803 -43.4632 854.0 1.3
170.1805 -43.4015 202.0 1.1
170.1835 -43.5325 2357.0 4.9
170.2038 -43.389 312.0 0.2
170.2062 -43.3899 380.0 0.2
170.4068 -43.3181 405.0 0.1
170.4151 -43.4114 127.0 2.3
170.4191 -43.3481 675.0 1.6
170.4213 -43.3818 731.0 2.2
170.4378 -43.3441 1046.0 0.9
170.4398 -43.4231 164.0 3.9
170.5013 -43.5241 711.0 197.0
170.5015 -43.5792 626.0 207.0
170.5022 -43.5397 554.0 238.0
170.5051 -43.5027 890.0 180.0
170.5052 -43.6311 625.0 185.0
170.5167 -43.4256 2267.0 1.9
170.5167 -43.4141 1974.0 1.6
170.5167 -43.3628 705.0 1.1
170.5167 -43.3607 620.0 1.3
170.5167 -43.3607 620.0 1.8
170.5167 -43.355 412.0 2.2
170.5167 -43.3331 710.0 1.5
170.5171 -43.6658 314.0 186.0
170.5417 -43.6907 876.0 201.0
170.5823 -43.3715 594.0 33.0
170.5965 -43.388 1432.0 49.0
170.6902 -43.4566 925.0 126.0
170.7028 -43.4811 851.0 130.0
170.7099 -43.4912 871.0 180.0
170.7107 -43.3714 2060.0 0.7
170.7711 -43.378 850.0 165.0
170.7845 -43.3929 308.0 150.0
170.7978 -43.4127 473.0 130.0
170.8246 -43.4359 1019.0 157.0
170.8532 -43.5085 853.0 165.0
170.888 -43.5326 967.0 144.0
171.0032 -43.0047 661.0 1.3
171.0411 -43.0337 1068.0 1.2
171.0578 -43.0593 1208.0 3.4
171.3373 -43.0592 974.0 135.0
171.3394 -43.0864 738.0 119.0
171.3719 -43.13 500.0 144.0
171.4247 -43.1745 398.0 127.0
