0
0
0
0
0
-7690.8
0
0
0
0
-3662.8
-4660
-2182.4
-2442.1
-12179
-7605.9
-6488.3
-29458
0
0
0
-4984.6
-25440
-3474
-6672.7
-3259.3
-7997.2
0
0
-4281.8
-5015.8
-4705.6
0
0
0
0
-13844
-5393.3
-3922.4
-17689
-5647.1
-6164.5
-6831.2
-3475.3
-6373.1
0
0
0
0
0
-3190.8
0
-2462.6
-7337.1
-6709.5
-13876
-4959.8
0
-10061
-2717.8
-5324.6
0
-12958
-9177.3
-4124.1
-2905.4
-4324.5
-3672.7
0
0
-5743.1
0
-5689.5
