-3.3845e+06,4.2189e+06,10.542,-43.171,170.83,10.542,156.9,57
-3.3668e+06,4.2395e+06,15.729,-43.197,171.16,15.729,130,73
-3.3753e+06,4.2309e+06,0.837,-43.178,171.02,0.837,324.4,60
-3.3722e+06,4.2638e+06,10.279,-43.031,171.37,10.279,241.9,73
-3.3639e+06,4.2943e+06,13.264,-42.935,171.74,13.264,130,76
-3.3752e+06,4.2308e+06,1.194,-43.179,171.02,1.194,315.8,60
-3.3749e+06,4.2321e+06,1.957,-43.175,171.03,1.957,464.9,68
-3.3758e+06,4.231e+06,2.059,-43.173,171.02,2.059,333.6,60
-3.3774e+06,4.2242e+06,12.376,-43.196,170.94,12.376,130,59
-3.3681e+06,4.265e+06,10.561,-43.056,171.41,10.561,1839.3,73
-3.3653e+06,4.263e+06,13.666,-43.087,171.41,13.666,1328,73
-3.375e+06,4.2721e+06,13.367,-42.968,171.44,13.367,106.8,73
-3.3778e+06,4.2155e+06,9.41,-43.238,170.84,9.41,297.2,56
-3.3812e+06,4.2512e+06,7.623,-43.03,171.18,7.623,420.4,61
-3.3759e+06,4.2693e+06,9.004,-42.976,171.4,9.004,197.7,61
-3.3753e+06,4.2745e+06,10.175,-42.953,171.46,10.175,159.3,61
-3.3847e+06,4.2206e+06,15.583,-43.161,170.85,15.583,286.3,57
-3.3745e+06,4.2075e+06,16.386,-43.303,170.79,16.386,234.2,63
-3.3747e+06,4.209e+06,14.335,-43.294,170.8,14.335,275.4,63
-3.3745e+06,4.2076e+06,16.537,-43.303,170.79,16.537,228.9,63
-3.3745e+06,4.2075e+06,16.569,-43.303,170.79,16.569,232.3,63
-3.3874e+06,4.2754e+06,6.942,-42.86,171.38,6.942,130,62
-3.3745e+06,4.2076e+06,16.467,-43.303,170.79,16.467,222.7,63
-3.387e+06,4.2755e+06,1.039,-42.862,171.39,1.039,130,62
-3.3573e+06,4.2183e+06,13.673,-43.376,171.02,13.673,958.5,66
-3.3839e+06,4.2214e+06,14.848,-43.162,170.86,14.848,417.8,59
-3.3735e+06,4.2339e+06,6.292,-43.176,171.06,6.292,283.3,68
-3.3735e+06,4.234e+06,6.213,-43.175,171.06,6.213,345.6,68
-3.3619e+06,4.2644e+06,13.403,-43.105,171.45,13.403,451.8,73
-3.3745e+06,4.2076e+06,16.723,-43.303,170.79,16.723,221.9,63
-3.3745e+06,4.2075e+06,16.711,-43.303,170.79,16.711,226.8,63
-3.3742e+06,4.165e+06,10.481,-43.521,170.36,10.481,269.5,37
-3.3744e+06,4.2075e+06,16.753,-43.304,170.79,16.753,228.1,63
-3.3833e+06,4.1578e+06,8.213,-43.489,170.22,8.213,565.4,18
-3.3502e+06,4.1789e+06,13.103,-43.629,170.66,13.103,130,45
-3.3656e+06,4.189e+06,16.03,-43.464,170.66,16.03,340.9,43
-3.3466e+06,4.2645e+06,14.602,-43.217,171.56,14.602,130,73
-3.3806e+06,4.2118e+06,16.38,-43.236,170.79,16.38,577.5,56
-3.3821e+06,4.225e+06,16.129,-43.157,170.91,16.129,88.4,59
-3.3665e+06,4.2157e+06,16.426,-43.32,170.93,16.426,477.9,64
-3.3821e+06,4.2251e+06,16.622,-43.157,170.91,16.622,86.9,59
-3.3951e+06,4.212e+06,1.533,-43.127,170.69,1.533,130,51
-3.3762e+06,4.1517e+06,13.05,-43.573,170.21,13.05,130,17
-3.3768e+06,4.157e+06,6.023,-43.543,170.25,6.023,194.3,18
-3.3855e+06,4.2299e+06,16.202,-43.108,170.94,16.202,209.9,58
-3.3678e+06,4.1992e+06,15.345,-43.395,170.75,15.345,1107.6,42
-3.375e+06,4.2697e+06,11.627,-42.981,171.41,11.627,93.6,73
-3.3809e+06,4.2502e+06,9.23,-43.037,171.17,9.23,600.9,61
-3.3672e+06,4.246e+06,0.68,-43.16,171.23,0.68,130,73
-3.3638e+06,4.1928e+06,16.444,-43.457,170.71,16.444,485.8,44
-3.3846e+06,4.2248e+06,19.082,-43.14,170.89,19.082,438.7,57
-3.4006e+06,4.2755e+06,7.856,-42.762,171.29,7.856,163.8,62
-3.3936e+06,4.2274e+06,10.758,-43.06,170.86,10.758,557.9,57
-3.3986e+06,4.2728e+06,2.496,-42.791,171.28,2.496,93.7,61
-3.3737e+06,4.2714e+06,10.806,-42.982,171.44,10.806,132.5,73
-3.3823e+06,4.2476e+06,7.664,-43.04,171.14,7.664,130,61
-3.3795e+06,4.2401e+06,15.001,-43.1,171.08,15.001,419.6,61
-3.3986e+06,4.2727e+06,2.434,-42.791,171.28,2.434,104.3,61
-3.4006e+06,4.2752e+06,7.731,-42.764,171.29,7.731,140.9,62
-3.382e+06,4.2343e+06,15.917,-43.111,171.01,15.917,294.3,60
-3.3736e+06,4.2714e+06,10.861,-42.982,171.44,10.861,120.5,73
-3.4005e+06,4.2765e+06,8.857,-42.757,171.3,8.857,307.3,62
-3.4001e+06,4.2747e+06,6.656,-42.77,171.29,6.656,150.7,61
-3.3988e+06,4.2729e+06,3.254,-42.788,171.28,3.254,94.8,61
-3.3991e+06,4.2731e+06,3.801,-42.786,171.28,3.801,83.2,61
-3.3986e+06,4.2725e+06,2.669,-42.792,171.27,2.669,66.2,61
-3.3987e+06,4.2728e+06,2.911,-42.79,171.28,2.911,92.5,61
-3.376e+06,4.1517e+06,13.781,-43.575,170.21,13.781,130,17
-3.4004e+06,4.2751e+06,7.66,-42.765,171.29,7.66,147.5,62
-3.3763e+06,4.2352e+06,3.673,-43.148,171.05,3.673,413.3,60
-3.379e+06,4.2298e+06,17.848,-43.156,170.98,17.848,201.7,60
-3.3918e+06,4.2724e+06,1.278,-42.843,171.32,1.278,130,61
-3.3819e+06,4.2125e+06,19.152,-43.223,170.79,19.152,534.9,56
-3.4007e+06,4.2753e+06,7.782,-42.762,171.29,7.782,203.4,62
-3.399e+06,4.2727e+06,3.134,-42.788,171.27,3.134,97.9,61
